frame,visible_points,correct_points,accuracy_percent,band_lo,band_hi,band_med,band_mad
0,148,141,95.27027027027027,1.4307500720024109,1.6232498288154602,1.5269999504089355,0.03849995136260986
1,144,136,94.44444444444444,1.430750027298927,1.6232498735189436,1.5269999504089353,0.03849996924400329
2,143,135,94.4055944055944,1.4310500100255013,1.6235499188303946,1.527299964427948,0.03849998176097869
3,144,134,93.05555555555556,1.4332100532948968,1.6242099358141422,1.5287099945545195,0.03819997650384903
4,144,134,93.05555555555556,1.437722027078271,1.6246719298213719,1.5311969784498214,0.03738998054862022
5,144,133,92.36111111111111,1.4411803691014646,1.626795356096327,1.5339878625988959,0.037122997398972506
6,143,131,91.60839160839161,1.4444262649513777,1.6283567758749422,1.53639152041316,0.036786102184712885
7,143,127,88.81118881118881,1.4483484155067055,1.632599684461489,1.5404740499840972,0.03685025379095673
8,144,127,88.19444444444444,1.4521438984364043,1.638119768108104,1.5451318332722541,0.037195173934339874
9,144,127,88.19444444444444,1.4570507701042135,1.6427337901826915,1.5498922801434525,0.03713660401569563
10,144,127,88.19444444444444,1.4632605132522172,1.6479886823818437,1.5556245978170304,0.03694563382592529
11,145,128,88.27586206896552,1.4694823495490739,1.652792087966973,1.5611372187580235,0.03666194768357983
12,145,127,87.58620689655173,1.475787583029307,1.6596044900440594,1.5676960365366832,0.03676338140295046
13,144,127,88.19444444444444,1.4829012832296153,1.6655731381671024,1.5742372106983589,0.036534370987497455
14,144,125,86.80555555555556,1.4893809077021063,1.6712512261855081,1.5803160669438072,0.03637406369668035
15,144,125,86.80555555555556,1.4970666489813333,1.6768758218518127,1.586971235416573,0.03596183457409592
16,144,124,86.11111111111111,1.504771606650901,1.680888140670643,1.592829873660772,0.035223306803948445
17,144,125,86.80555555555556,1.510390114355948,1.6876717081969281,1.599030911276438,0.035456318768196035
18,140,119,85.0,1.5170980921369854,1.694445192805301,1.6057716424711432,0.035469420133663124
19,140,118,84.28571428571429,1.5232186895298407,1.6998616099297599,1.6115401497298003,0.03532858407998386
20,140,118,84.28571428571429,1.528628088750562,1.705528118010135,1.6170781033803485,0.0353800058519146
21,140,118,84.28571428571429,1.53256468415527,1.7111446703046957,1.6218546772299829,0.03571599722988514
22,140,117,83.57142857142857,1.5353203367013526,1.7165761839548033,1.625948260328078,0.0362511694506901
23,140,120,85.71428571428571,1.5375492180956556,1.7206783469358577,1.6291137825157567,0.036625825768040444
24,140,122,87.14285714285714,1.539184501161298,1.7213747325626656,1.6302796168619818,0.03643804628027357
25,140,123,87.85714285714286,1.5398041479518854,1.7220872756005676,1.6309457117762265,0.03645662552973642
26,140,126,90.0,1.5395629675101825,1.7211609980774865,1.6303619827938345,0.03631960611346076
27,140,128,91.42857142857143,1.538644088272066,1.718262659601277,1.6284533739366716,0.035923714265842205
28,140,129,92.14285714285714,1.5354883939769544,1.7163463323954085,1.6259173631861814,0.03617158768369086
29,140,129,92.14285714285714,1.5320418546122982,1.7126424315323767,1.6223421430723375,0.03612011538401573
30,148,138,93.24324324324324,1.5264793265527357,1.7083996417050793,1.6174394841289075,0.03638406303046872
31,143,132,92.3076923076923,1.5207854906783609,1.7036298014072242,1.6122076460427925,0.03656886214577268
32,142,132,92.95774647887323,1.5143998722281329,1.6993908711416883,1.6068953716849106,0.03699819978271104
33,143,133,93.00699300699301,1.5078298769426732,1.6928236663043847,1.600326771623529,0.0369987578723423
34,140,134,95.71428571428571,1.50109340999749,1.6849640553981307,1.5930287326978103,0.036774129080128136
35,140,133,95.0,1.4931904979344077,1.6796497873518037,1.5864201426431057,0.03729185788347922
36,142,133,93.66197183098592,1.4857833808121192,1.67330477540068,1.5795440781063996,0.037504278917712186
37,138,130,94.20289855072464,1.479848354838289,1.6651133510774425,1.5724808529578658,0.03705299924783066
38,137,129,94.16058394160584,1.4723938433800121,1.65907932215077,1.565736582765391,0.037337095754151624
39,137,129,94.16058394160584,1.4656756867897296,1.653355503332611,1.5595155950611703,0.0375359633085763
40,134,127,94.77611940298507,1.4599229459913818,1.6467989076936216,1.5533609268425017,0.03737519234044799
41,132,125,94.6969696969697,1.456271071778394,1.6388342492614965,1.5475526605199452,0.036512635496620476
42,139,132,94.96402877697842,1.4507897572543818,1.6355839628959044,1.543186860075143,0.0369588411283045
43,137,130,94.8905109489051,1.4465027981776613,1.63135883224895,1.5389308152133057,0.03697120681425773
44,137,129,94.16058394160584,1.4421519531453681,1.628551158398621,1.5353515557719946,0.037279841050650575
45,135,127,94.07407407407408,1.4391063437413696,1.6235858074458072,1.5313460755935884,0.03689589274088753
46,134,127,94.77611940298507,1.4371244599308635,1.6187600344560682,1.5279422471934658,0.036327114905040946
47,132,125,94.6969696969697,1.4358870946288351,1.6140320554474488,1.524959575038142,0.035628992163722756
48,137,132,96.35036496350365,1.4324709270441702,1.6156724511156129,1.5240716890798915,0.036640304814288545
49,136,131,96.32352941176471,1.4291796392034408,1.615920757551864,1.5225501983776524,0.0373482236696846
50,133,128,96.2406015037594,1.4289756927968702,1.6121946043867992,1.5205851485918347,0.03664378231798576
51,130,125,96.15384615384616,1.4297329366065215,1.6104863034655044,1.520109620036013,0.036150673371796574
52,129,123,95.34883720930233,1.4295131510396801,1.6100403490541944,1.5197767500469372,0.03610543960290286
53,125,120,96.0,1.4310091994335257,1.6068782265995938,1.5189437130165597,0.03517380543321364
54,123,118,95.9349593495935,1.4332564536224803,1.6058647611946364,1.5195606074085584,0.03452166151443119
55,123,117,95.1219512195122,1.435729537848999,1.6060553417054164,1.5208924397772077,0.03406516077128347
56,123,112,91.0569105691057,1.4376107216984617,1.6078386642349902,1.522724692966726,0.03404558850730566
57,122,111,90.98360655737704,1.4419274938878828,1.6075870808431705,1.5247572873655266,0.03313191739105756
58,122,111,90.98360655737704,1.4446492204014645,1.6116109899211366,1.5281301051613005,0.033392353903934385
59,122,110,90.1639344262295,1.4494044816753198,1.6127776581118412,1.5310910698935805,0.032674635287304236
60,148,130,87.83783783783784,1.4525830860319386,1.6239443803478215,1.53826373318988,0.03427225886317656
61,142,128,90.14084507042253,1.4571331104405578,1.6303360908482722,1.543734600644415,0.03464059608154293
62,141,125,88.65248226950355,1.4609932395356395,1.636235167034266,1.5486142032849528,0.03504838549972531
63,141,125,88.65248226950355,1.4659452204680687,1.6411146984631402,1.5535299594656045,0.03503389559901426
64,140,124,88.57142857142857,1.4700866744263341,1.6459552940025137,1.558020984214424,0.03517372391523588
65,139,123,88.48920863309353,1.4739606483519434,1.6510687020824297,1.5625146752171866,0.035421610746097246
66,144,126,87.5,1.4778724504131329,1.6558481080516338,1.5668602792323834,0.0355951315277002
67,143,126,88.1118881118881,1.4810607507658775,1.6611436224211167,1.571102186593497,0.03601657433104785
68,143,126,88.1118881118881,1.4853925339761318,1.6639504940668974,1.5746715140215146,0.035711592018153174
69,143,126,88.1118881118881,1.4891748172708408,1.665165269171413,1.5771700432211269,0.03519809038011445
70,143,126,88.1118881118881,1.4918223798143504,1.6690157161719117,1.580419047993131,0.035438667271512236
71,143,126,88.1118881118881,1.4932257062104688,1.6727609529690504,1.5829933295897596,0.03590704935171628
72,141,123,87.23404255319149,1.4939079849059524,1.6780827091353725,1.5859953470206625,0.03683494484588401
73,140,123,87.85714285714286,1.4956605769887168,1.6808329197120977,1.5882467483504072,0.03703446854467618
