frame,visible_points,correct_points,accuracy_percent,band_lo,band_hi,band_med,band_mad
0,149,140,93.95973154362416,1.429499864578247,1.624500036239624,1.5269999504089355,0.03900003433227539
1,146,139,95.20547945205479,1.4288249135017392,1.6245750308036802,1.5266999721527097,0.03915002346038818
2,145,139,95.86206896551724,1.428727420568466,1.6242525541782376,1.5264899873733517,0.03910502672195434
3,143,133,93.00699300699301,1.431359230160713,1.6237267349958417,1.5275429825782774,0.038473500967025745
4,143,133,93.00699300699301,1.4359764835000037,1.6238837218642233,1.5299301026821135,0.03758144767284392
5,144,133,92.36111111111111,1.4406335201394556,1.6261686070215697,1.5334010635805126,0.03710701737642287
6,145,134,92.41379310344827,1.4455435586544272,1.6294179606851336,1.5374807596697804,0.03677488040614127
7,144,128,88.88888888888889,1.4503304698865291,1.6330425713351844,1.5416865206108568,0.036542420289731016
8,145,129,88.96551724137932,1.454281282142845,1.6376798432791264,1.5459805627109857,0.036679712227256286
9,147,129,87.75510204081633,1.4601968906335363,1.642575903456094,1.5513863970448152,0.03647580256451153
10,146,128,87.67123287671232,1.4669628498364122,1.647878143791832,1.557420496814122,0.03618305879108397
11,146,128,87.67123287671232,1.472373999177023,1.6530147249729774,1.5626943620750002,0.03612814515919091
12,145,127,87.58620689655173,1.4790118296077082,1.6579602875969748,1.5684860586023415,0.035789691597853314
13,143,126,88.1118881118881,1.4854583234976888,1.6632221940222738,1.5743402587599813,0.035552774104916994
14,143,125,87.41258741258741,1.4928208057059658,1.6682555737241456,1.5805381897150557,0.035086953603635986
15,143,124,86.7132867132867,1.4988745674274033,1.67567892506729,1.5872767462473467,0.03536087152797732
16,143,124,86.7132867132867,1.5059622265246673,1.6822252268046864,1.5940937266646769,0.0352526000560038
17,143,124,86.7132867132867,1.5121235724432283,1.68800762257134,1.6000655975072842,0.03517681002562234
18,143,123,86.01398601398601,1.5188365015685665,1.6914553252141529,1.6051459133913597,0.03452376472911728
19,143,124,86.7132867132867,1.5235355877190901,1.6998686755792893,1.6117021316491897,0.035266617572039805
20,143,123,86.01398601398601,1.5268249480244567,1.7057580208348848,1.6162914844296707,0.03578661456208558
21,143,123,86.01398601398601,1.5299524493835304,1.7084555853304593,1.6192040173569948,0.03570062718938581
22,143,124,86.7132867132867,1.534016752190923,1.7114688972858716,1.6227428247383973,0.035490429018989744
23,143,124,86.7132867132867,1.5368617641560978,1.7135782156546602,1.625219989905379,0.0353432902997125
24,142,123,86.61971830985915,1.5384782281858644,1.7139297485263927,1.6262039883561286,0.03509030406810563
25,142,125,88.02816901408451,1.538784777039294,1.7141007912097619,1.626442784124528,0.035063202834093615
26,142,126,88.73239436619718,1.537499389489296,1.7142205300288171,1.6258599597590566,0.035344228107904226
27,142,127,89.43661971830986,1.5359995991069695,1.7122043474167328,1.6241019732618511,0.03524094966195263
28,142,131,92.25352112676056,1.5334497472698523,1.709293021018785,1.6213713841443187,0.03516865474978652
29,141,130,92.19858156028369,1.5298648383953695,1.7054550799517205,1.617659959173545,0.03511804831127024
30,149,134,89.93288590604027,1.5252554292198983,1.7036685096176325,1.6144619694187654,0.03568261607954688
31,143,131,91.60839160839161,1.5203787835738931,1.699267959879468,1.6098233717266806,0.03577783526111494
32,143,132,92.3076923076923,1.5144151197484446,1.6951376332845696,1.604776376516507,0.03614450270722504
33,144,133,92.36111111111111,1.5081405731666004,1.690146333357144,1.5991434532618722,0.036401152038108675
34,142,132,92.95774647887323,1.5013484214583577,1.6842524543069937,1.5928004378826757,0.03658080656972722
35,142,132,92.95774647887323,1.4939689177659827,1.6797516678039426,1.5868602927849627,0.03715655000759201
